Title,Rating,Address,Directions,Contact,Web Link,SitemapExists,ContactPageURL,Emails,Phones,ContactPersons,OtherInfo,Profession
California Smile,"5.0
(1,663)",,https://www.google.com/maps/place/California+Smile/data=!4m7!3m6!1s0x8085669418f8f39b:0xbe26f663baa78f56!8m2!3d37.9740896!4d-122.0647823!16s%2Fg%2F1t_wpk_n!19sChIJm_P4GJRmhYARVo-numP2Jr4?authuser=0&hl=en&rclk=1,"
+1 925-689-6400",http://www.californiasmile.com/,True,,,(925) 689-6400,"Dr. Thuy Pham, Dr. Son Pham","{""address"": ""620 Contra Costa Blvd. Suite 100 Pleasant Hill, CA 94523"", ""social_media"": {}}",Dentist In California
Cal Dental Pasadena,"4.9
(238)","
620 Contra Costa Blvd Suite 100, Pleasant Hill, CA 94523, United States",https://www.google.com/maps/place/Cal+Dental+Pasadena/data=!4m7!3m6!1s0x80c2c3276ac431c3:0x9b0f53de5fc1059d!8m2!3d34.1667619!4d-118.132692!16s%2Fg%2F11fb0q9fds!19sChIJwzHEaifDwoARnQXBX95TD5s?authuser=0&hl=en&rclk=1,"
+1 626-584-1800",https://www.caldentalpasadena.com/,True,,,(626) 584-1800,,"{""address"": ""1213 N. Lake Ave, Suite 1 Pasadena, CA 91104"", ""social_media"": {}}",Dentist In California
CaliDental Santa Maria,"4.9
(150)",,https://www.google.com/maps/place/CaliDental+Santa+Maria/data=!4m7!3m6!1s0x80ec6b234c4f0c61:0x443bf67156a8b550!8m2!3d34.9206391!4d-120.4330697!16s%2Fg%2F11k6c2z1zb!19sChIJYQxPTCNr7IARULWoVnH2O0Q?authuser=0&hl=en&rclk=1,"
+1 805-309-0570",https://www.calidentalsmiles.com/,True,,,,,{},Dentist In California
California Dental Group,"4.6
(428)",,https://www.google.com/maps/place/California+Dental+Group/data=!4m7!3m6!1s0x80dcae174c6db2cf:0x852e74bc74bcb861!8m2!3d33.9834337!4d-117.3489385!16s%2Fg%2F1v8y49_0!19sChIJz7JtTBeu3IARYbi8dLx0LoU?authuser=0&hl=en&rclk=1,"
+1 951-292-4488",https://www.cadentalgroup.com/contact/riverside/,False,,,,,{},Dentist In California
San Francisco Dental Care,"4.9
(429)",,https://www.google.com/maps/place/San+Francisco+Dental+Care/data=!4m7!3m6!1s0x8085873b716c247f:0x468da664a0f485ee!8m2!3d37.7854604!4d-122.462695!16s%2Fg%2F1tc_wv12!19sChIJfyRscTuHhYAR7oX0oGSmjUY?authuser=0&hl=en&rclk=1,"
+1 415-668-0526",https://www.sanfranciscodentalcare.com/,True,,,"(415) 668-0526, (415) 231-2114","Dr. Mary Anne Baysac, Dr. Sohail Ebrahimi, Dr. Renee Chow, Dr. Linh Tran","{""address"": ""4200 California St #210, San Francisco, CA 94118"", ""social_media"": {}}",Dentist In California
California Dental Group,"4.1
(12)",,https://www.google.com/maps/place/California+Dental+Group/data=!4m7!3m6!1s0x80c2cc340b2b091d:0x7811866ad5053440!8m2!3d33.9493099!4d-118.1636036!16s%2Fg%2F1tc_4ccf!19sChIJHQkrCzTMwoARQDQF1WqGEXg?authuser=0&hl=en&rclk=1,"
+1 562-352-8500",https://www.cadentalgroup.com/contact/south-gate/,False,,,,,{},Dentist In California
California Dentistry & Braces,"4.8
(471)","
609 S Glendale Ave, Glendale, CA 91205, United States",https://www.google.com/maps/place/California+Dentistry+%26+Braces/data=!4m7!3m6!1s0x80dccd37899c6b2b:0xd804192a4a3c1b67!8m2!3d33.9842283!4d-117.7142629!16s%2Fg%2F1hc458029!19sChIJK2uciTfN3IARZxs8SioZBNg?authuser=0&hl=en&rclk=1,"
+1 818-574-3098",http://caldentistryandbraces.com/,True,,,,,{},Dentist In California
California Dental Specialty Group,"4.8
(275)","
1520 S San Jacinto Ave STE 10, San Jacinto, CA 92583, United States",https://www.google.com/maps/place/California+Dental+Specialty+Group/data=!4m7!3m6!1s0x808fb679c8dd8fef:0x7f7afa58baed9d7c!8m2!3d37.3585931!4d-122.02808!16s%2Fg%2F1tfb6stg!19sChIJ74_dyHm2j4ARfJ3tulj6en8?authuser=0&hl=en&rclk=1,"
+1 951-487-2244",https://www.sunnyvaledentalspecialty.com/,False,,,,,{},Dentist In California
Guillermo Donan DDS,"4.9
(54)","
500 E Remington Dr #19, Sunnyvale, CA 94087, United States",https://www.google.com/maps/place/Guillermo+Donan+DDS/data=!4m7!3m6!1s0x80945d5fded71a6b:0xca2f151cec77c39a!8m2!3d36.8154157!4d-119.7878168!16s%2Fg%2F1th576_b!19sChIJaxrX3l9dlIARmsN37BwVL8o?authuser=0&hl=en&rclk=1,"
+1 408-749-9888",https://www.sunnyvaledentalspecialty.com/,False,,,,,{},Dentist In California
California Wave Dental Center,"4.9
(1,144)","
125 E Barstow Ave STE 101, Fresno, CA 93710, United States",https://www.google.com/maps/place/California+Wave+Dental+Center/data=!4m7!3m6!1s0x80e83b4a9862d82d:0x4ac7a5ea57f59806!8m2!3d34.1805919!4d-118.8755609!16s%2Fg%2F11hdjst1w9!19sChIJLdhimEo76IARBpj1V-qlx0o?authuser=0&hl=en&rclk=1,"
+1 559-222-9923",http://cawavedental.com/,False,,,,,{},Dentist In California
California Dental Group,"4.7
(13)","
166 N Moorpark Rd STE 202, Thousand Oaks, CA 91360, United States",https://www.google.com/maps/place/California+Dental+Group/data=!4m7!3m6!1s0x80c2b56448bbe3cf:0x4ace93c2f97413b5!8m2!3d33.8731381!4d-118.3075397!16s%2Fg%2F11g9dd_bdv!19sChIJz-O7SGS1woARtRN0-cKTzko?authuser=0&hl=en&rclk=1,"
+1 805-497-7505",https://www.cadentalgroup.com/contact/gardena/,False,,,,,{},Dentist In California
California Coast Dental Arts,"4.7
(311)","
1721 Artesia Blvd, Gardena, CA 90248, United States",https://www.google.com/maps/place/California+Coast+Dental+Arts/data=!4m7!3m6!1s0x80dc6e314403a9f9:0x5e3d1feab4dc59a6!8m2!3d33.1994397!4d-117.3783103!16s%2Fg%2F1v3gs5_b!19sChIJ-akDRDFu3IARplnctOofPV4?authuser=0&hl=en&rclk=1,"
+1 310-752-9080",http://www.calcoastdental.com/,False,,,,,{},Dentist In California
Cal Oaks Dental,"4.9
(179)","
818 Civic Center Dr, Oceanside, CA 92054, United States",https://www.google.com/maps/place/Cal+Oaks+Dental/data=!4m7!3m6!1s0x80dc82453a255555:0x94b683e5cf621a03!8m2!3d33.56707!4d-117.2069931!16s%2Fg%2F11f63ymzqg!19sChIJVVUlOkWC3IARAxpiz-WDtpQ?authuser=0&hl=en&rclk=1,"
+1 760-722-4765",https://www.caloaksdental.com/index.html,True,,,(951) 501-4900,,"{""address"": ""41011 California Oaks Rd, #203 Murrieta, CA 92562"", ""social_media"": {}}",Dentist In California
Shinkawa Dental,"5.0
(389)","
41011 California Oaks Rd STE 203, Murrieta, CA 92562, United States",https://www.google.com/maps/place/Shinkawa+Dental/data=!4m7!3m6!1s0x80945df32ce2209b:0xc50833d5bb246411!8m2!3d36.8514995!4d-119.7832489!16s%2Fg%2F1tplqkq6!19sChIJmyDiLPNdlIAREWQku9UzCMU?authuser=0&hl=en&rclk=1,"
+1 951-501-4900",https://www.shinkawadental.com/request-an-appointment.html,True,,,(559) 226-5656,"Dr. Gerald T. Shinkawa, Dr. Adam H. Shinkawa, Dr. Nicole E. Shinkawa","{""address"": ""7760 N. Fresno St. #105, Fresno, CA 93720"", ""social_media"": {}}",Dentist In California
Asiri Dental,"5.0
(22)","
808 E Thousand Oaks Blvd, Thousand Oaks, CA 91360, United States",https://www.google.com/maps/place/Asiri+Dental/data=!4m7!3m6!1s0x80945d2a2ced2589:0x563aab0740095748!8m2!3d36.7792822!4d-119.7696991!16s%2Fg%2F1tf6mf_0!19sChIJiSXtLCpdlIARSFcJQAerOlY?authuser=0&hl=en&rclk=1,"
+1 805-370-7171",https://dentalspecialistsofca.com/,False,https://dentalspecialistsofca.com/contact,info@dentalspecialistsofca.com,805-370-7171,,"{""address"": ""808 E. Thousand Oaks Blvd, Thousand Oaks, CA 91360"", ""social_media"": {}}",Dentist In California
California Dental Group of Cypress,"4.7
(132)","
3248 E Shields Ave suite b, Fresno, CA 93726, United States",https://www.google.com/maps/place/California+Dental+Group+of+Cypress/data=!4m7!3m6!1s0x80dd2f281f226e07:0xf91b60ae3c2e0d2f!8m2!3d33.7924652!4d-118.0290374!16s%2Fg%2F1tdlc0f1!19sChIJB24iHygv3YARLw0uPK5gG_k?authuser=0&hl=en&rclk=1,"
+1 559-225-8300",https://www.asiridental.com/,False,,,,,{},Dentist In California
California Dental Innovations: Mina Levi DDS,"4.0
(52)","
11741 Valley View St, Cypress, CA 90630, United States",https://www.google.com/maps/place/California+Dental+Innovations:+Mina+Levi+DDS/data=!4m7!3m6!1s0x8085808ea43bfc29:0x1f8b5a25452ae28c!8m2!3d37.7895827!4d-122.4078088!16s%2Fg%2F1ygvstywy!19sChIJKfw7pI6AhYARjOIqRSVaix8?authuser=0&hl=en&rclk=1,"
+1 714-826-3000",https://calidentalgroup.com/cypress-office/,False,,,,,{},Dentist In California
Cal Dental Of Buena Park,"4.5
(140)","
450 Sutter St #808, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Cal+Dental+Of+Buena+Park/data=!4m7!3m6!1s0x80dd2b9962d78c07:0xb5dc9085edf109!8m2!3d33.8585619!4d-118.0026946!16s%2Fg%2F11h_46b79b!19sChIJB4zXYpkr3YARCfHthZDctQA?authuser=0&hl=en&rclk=1,"
+1 415-513-5066",http://www.caldentalbuenapark.com/,False,,,,,{},Dentist In California
Southern California Dental Health Associates,"4.5
(21)","
1530 Bessie Ave STE 103, Tracy, CA 95376, United States",https://www.google.com/maps/place/Southern+California+Dental+Health+Associates/data=!4m7!3m6!1s0x80c2b94f362813b1:0x16ca1aaccd42aefc!8m2!3d34.0579136!4d-118.3599558!16s%2Fg%2F1wrgkd_1!19sChIJsRMoNk-5woAR_K5CzawayhY?authuser=0&hl=en&rclk=1,"
+1 209-830-7473",http://www.care32.com/,False,http://www.care32.com/contact,mail@care32.com,209-830-7473,,"{""address"": ""1530 Bessie Ave, Suite 103, Tracy, CA 95376"", ""social_media"": {}}",Dentist In California
Glenn Dental,"4.5
(21)","
1530 Bessie Ave STE 103, Tracy, CA 95376, United States",https://www.google.com/maps/place/Glenn+Dental/data=!4m7!3m6!1s0x80c36479b299d963:0x71d2300d38169931!8m2!3d34.5438837!4d-117.2708329!16s%2Fg%2F1w665pk9!19sChIJY9mZsnlkw4ARMZkWOA0w0nE?authuser=0&hl=en&rclk=1,"
+1 209-830-7473",http://www.care32.com/,True,,,,,{},Dentist In California
California Dental Group of South Anaheim,"4.5
(21)","
1530 Bessie Ave STE 103, Tracy, CA 95376, United States",https://www.google.com/maps/place/California+Dental+Group+of+South+Anaheim/data=!4m7!3m6!1s0x80dcd7e5391457cd:0xe171d1d5e5dcd6ad!8m2!3d33.790497!4d-117.9143353!16s%2Fg%2F1thml8_t!19sChIJzVcUOeXX3IARrdbc5dXRceE?authuser=0&hl=en&rclk=1,"
+1 209-830-7473",http://www.care32.com/,True,,,,,{},Dentist In California
Professional Dental Care,"3.4
(39)","
2300 S Harbor Blvd, Anaheim, CA 92802, United States",https://www.google.com/maps/place/Professional+Dental+Care/data=!4m7!3m6!1s0x809442b21c762909:0x769cd16c6ff8a303!8m2!3d36.842596!4d-119.776383!16s%2Fg%2F1tfzxq_z!19sChIJCSl2HLJClIARA6P4b2zRnHY?authuser=0&hl=en&rclk=1,"
+1 714-750-3030",https://www.calidentalgroup.com/south-anaheim-office/,False,,,,,{},Dentist In California
Northern California Dental - Dr. Daniel Lee,"3.4
(39)","
2300 S Harbor Blvd, Anaheim, CA 92802, United States",https://www.google.com/maps/place/Northern+California+Dental+-+Dr.+Daniel+Lee/data=!4m7!3m6!1s0x808fcb192048e115:0xcafafce66150f822!8m2!3d37.326651!4d-121.940304!16s%2Fg%2F11gbp05f1_!19sChIJFeFIIBnLj4ARIvhQYeb8-so?authuser=0&hl=en&rclk=1,"
+1 714-750-3030",https://www.calidentalgroup.com/south-anaheim-office/,False,,,,,{},Dentist In California
"California Happy Teeth Family Dentistry: Sumity Sharma, DDS","4.5
(8)","
455 O'Connor Dr #320, San Jose, CA 95128, United States","https://www.google.com/maps/place/California+Happy+Teeth+Family+Dentistry:+Sumity+Sharma,+DDS/data=!4m7!3m6!1s0x808fce952c05371f:0xca7a474c22309d22!8m2!3d37.4201307!4d-121.8765238!16s%2Fg%2F11bw5_qd5p!19sChIJHzcFLJXOj4ARIp0wIkxHeso?authuser=0&hl=en&rclk=1","
+1 408-971-9600",https://www.northerncaldental.com/,True,,ncdental1624@gmail.com,(408) 971- 9600,Dr. Daniel T. Lee,"{""address"": ""455 O\u2019Connor Drive Ste 320 San Jose, CA 95128"", ""social_media"": {}}",Dentist In California
Asiri Dental,"4.9
(247)","
1123 S Park Victoria Dr, Milpitas, CA 95035, United States",https://www.google.com/maps/place/Asiri+Dental/data=!4m7!3m6!1s0x80946753ec775463:0x92325bcf7e4f9466!8m2!3d36.7579193!4d-119.7959089!16s%2Fg%2F1thvh5dy!19sChIJY1R37FNnlIARZpRPfs9bMpI?authuser=0&hl=en&rclk=1,"
+1 408-214-4714",https://www.californiahappyteeth.com/,True,,sumitysharma@californiahappyteeth.com,"408-214-4714, 408-942-0012, (408) 946-9494, +1 408-769-5868","Sumity Sharma, DDS","{""address"": ""1123 S. Park Victoria Dr. Milpitas, CA 95035"", ""social_media"": {}}",Dentist In California
California Dental Group,"4.7
(402)","
1211 N Del Mar Ave, Fresno, CA 93728, United States",https://www.google.com/maps/place/California+Dental+Group/data=!4m7!3m6!1s0x80c29b760632d9e7:0x914125e895c6c5e3!8m2!3d34.2646528!4d-118.5164339!16s%2Fg%2F11j8m3qz18!19sChIJ59kyBnabwoAR48XGleglQZE?authuser=0&hl=en&rclk=1,"
+1 559-497-8300",http://asiridental.com/,False,,,,,{},Dentist In California
Valley Grace Dental,"4.7
(24)","
17526 Chatsworth St, Granada Hills, CA 91344, United States",https://www.google.com/maps/place/Valley+Grace+Dental/data=!4m7!3m6!1s0x80ea41d8e126a1c9:0x9b87bfee83cc9aab!8m2!3d35.3884391!4d-119.0953216!16s%2Fg%2F1z3t9y2_d!19sChIJyaEm4dhB6oARq5rMg-6_h5s?authuser=0&hl=en&rclk=1,"
+1 818-832-2828",https://www.valleygracedental.com/,False,,,,,{},Dentist In California
California Oral Surgery & Dental Implant Center,"4.8
(577)","
3115 Latte Ln #100, Bakersfield, CA 93312, United States",https://www.google.com/maps/place/California+Oral+Surgery+%26+Dental+Implant+Center/data=!4m7!3m6!1s0x80dd2f3b8c8d4ff7:0x4019c3b3b8187879!8m2!3d33.736186!4d-117.9954564!16s%2Fg%2F1vg6v13t!19sChIJ90-NjDsv3YAReXgYuLPDGUA?authuser=0&hl=en&rclk=1,"
+1 661-243-9548",https://www.valleygracedental.com/,False,,,,,{},Dentist In California
California Super Cleaner,"4.7
(45)","
1181 N Euclid St #1181, Anaheim, CA 92801, United States",https://www.google.com/maps/place/California+Super+Cleaner/data=!4m7!3m6!1s0x80dd29f6ad9bf5d9:0xff2ab501e43e3fe5!8m2!3d33.849919!4d-117.9426088!16s%2Fg%2F1tgzbnn4!19sChIJ2fWbrfYp3YAR5T8-5AG1Kv8?authuser=0&hl=en&rclk=1,"
+1 714-778-5558",http://california-cleaner.jany.io/,False,,,,,{},Cleaners In California
California Well Done Cleaning Services,,,https://www.google.com/maps/place/California+Well+Done+Cleaning+Services/data=!4m7!3m6!1s0x80c2d98276237ba1:0xb8d832f6ec9eeb8a!8m2!3d34.020479!4d-118.0734246!16s%2Fg%2F11lb4f1jvk!19sChIJoXsjdoLZwoARiuue7PYy2Lg?authuser=0&hl=en&rclk=1,"
+1 909-470-9919",https://californiawelldonecleaning.com/,True,,,,,{},Cleaners In California
California Cleans,,"
9245 Laguna Springs Dr #200, Elk Grove, CA 95758, United States",https://www.google.com/maps/place/California+Cleans/data=!4m7!3m6!1s0x809ac5c716d2dafb:0xc7bc8d5400bd8e44!8m2!3d38.4225828!4d-121.3966995!16s%2Fg%2F11p11bc4rh!19sChIJ-9rSFsfFmoARRI69AFSNvMc?authuser=0&hl=en&rclk=1,"
+1 916-838-1664",https://www.californiacleans.com/?utm_source=gmb&utm_medium=organic,True,,,,,"{""address"": ""9245 Laguna Springs Dr. Suite 200 Elk Grove, CA 95758"", ""social_media"": {}}",Cleaners In California
California Dream Cleaners,,,https://www.google.com/maps/place/California+Dream+Cleaners/data=!4m7!3m6!1s0x80850c8502d49bb1:0x2a12e67c59ec5da4!8m2!3d38.2075184!4d-122.230965!16s%2Fg%2F11c5wz9gjs!19sChIJsZvUAoUMhYARpF3sWXzmEio?authuser=0&hl=en&rclk=1,"
+1 707-208-9659",http://www.californiadreamcleaners.com/,True,,,,Claudia Santos,"{""address"": ""Florence, TX 76527"", ""social_media"": {}}",Cleaners In California
Marvel Cleaners,"3.7
(16)","
1528 California St, San Francisco, CA 94109, United States",https://www.google.com/maps/place/Marvel+Cleaners/data=!4m7!3m6!1s0x80858094b00578e5:0xe6cb04181cdc9954!8m2!3d37.7909643!4d-122.4195392!16s%2Fg%2F1q5gqxtpy!19sChIJ5XgFsJSAhYARVJncHBgEy-Y?authuser=0&hl=en&rclk=1,"
+1 415-775-0897",https://www.rinse.com/dry-cleaning/san-francisco/dry-cleaner/marvel-cleaners-1/,False,,,,,{},Cleaners In California
Maid in California,,"
4071 E La Palma Ave, Anaheim, CA 92807, United States",https://www.google.com/maps/place/Maid+in+California/data=!4m7!3m6!1s0x80dcd134e495746b:0xf58110a01056ecf5!8m2!3d33.8603433!4d-117.8300809!16s%2Fg%2F12cpfhgt9!19sChIJa3SV5DTR3IAR9exWEKAQgfU?authuser=0&hl=en&rclk=1,"
+1 714-505-0900",http://www.maidincalifornia.com/,True,,,,,"{""address"": """", ""social_media"": {}}",Cleaners In California
Fashion Cleaners,,"
1 W California Blvd # 111, Pasadena, CA 91105, United States",https://www.google.com/maps/place/Fashion+Cleaners/data=!4m7!3m6!1s0x80c2c37c67864d31:0xab3a19224309fc5d!8m2!3d34.135905!4d-118.15057!16s%2Fg%2F1td7cdxs!19sChIJMU2GZ3zDwoARXfwJQyIZOqs?authuser=0&hl=en&rclk=1,"
+1 626-796-2590",http://www.myfashioncleaners.com/,True,,,,,{},Cleaners In California
Maid In California,,,https://www.google.com/maps/place/Maid+In+California/data=!4m7!3m6!1s0x80dcd3cfffffffff:0xc7942d3e44c338a8!8m2!3d33.786671!4d-116.693335!16s%2Fg%2F1263vf0gg!19sChIJ_____8_T3IARqDjDRD4tlMc?authuser=0&hl=en&rclk=1,"
+1 714-505-0900",http://www.maidincalifornia.com/,True,,,,,"{""address"": ""All of Orange County, California"", ""social_media"": {}}",Cleaners In California
Perfect Cleaning By California,,,https://www.google.com/maps/place/Perfect+Cleaning+By+California/data=!4m7!3m6!1s0x4378f0c9cbb06cd1:0x8cfb47117e07ab9b!8m2!3d37.2738064!4d-121.8739786!16s%2Fg%2F11q2kf72g_!19sChIJ0Wywy8nweEMRm6sHfhFH-4w?authuser=0&hl=en&rclk=1,"
+1 415-806-3148",https://perfectcleaningcalifornia.com/,True,,,,,"{""address"": ""San Jose, CA"", ""social_media"": {""facebook"": ""https://facebook.com"", ""instagram"": ""https://instagram.com""}}",Cleaners In California
Los Angeles Maid Service & House Cleaners,,,https://www.google.com/maps/place/Los+Angeles+Maid+Service+%26+House+Cleaners/data=!4m7!3m6!1s0x80c2b8d54e638cd5:0xc5301bfcfd29b8a6!8m2!3d34.020479!4d-118.4117326!16s%2Fg%2F11ckkqn40v!19sChIJ1YxjTtW4woARprgp_fwbMMU?authuser=0&hl=en&rclk=1,"
+1 310-773-5377",https://www.losangeleshousecleaners.net/,True,,,,,{},Cleaners In California
California Super Cleaner,"4.7
(45)","
1181 N Euclid St #1181, Anaheim, CA 92801, United States",https://www.google.com/maps/place/California+Super+Cleaner/data=!4m7!3m6!1s0x80dd29f6ad9bf5d9:0xff2ab501e43e3fe5!8m2!3d33.849919!4d-117.9426088!16s%2Fg%2F1tgzbnn4!19sChIJ2fWbrfYp3YAR5T8-5AG1Kv8?authuser=0&hl=en&rclk=1,"
+1 714-778-5558",http://california-cleaner.jany.io/,False,,,,,{},Cleaners In California
California Well Done Cleaning Services,,,https://www.google.com/maps/place/California+Well+Done+Cleaning+Services/data=!4m7!3m6!1s0x80c2d98276237ba1:0xb8d832f6ec9eeb8a!8m2!3d34.020479!4d-118.0734246!16s%2Fg%2F11lb4f1jvk!19sChIJoXsjdoLZwoARiuue7PYy2Lg?authuser=0&hl=en&rclk=1,"
+1 909-470-9919",https://californiawelldonecleaning.com/,False,,,,,{},Cleaners In California
California Cleans,,"
9245 Laguna Springs Dr #200, Elk Grove, CA 95758, United States",https://www.google.com/maps/place/California+Cleans/data=!4m7!3m6!1s0x809ac5c716d2dafb:0xc7bc8d5400bd8e44!8m2!3d38.4225828!4d-121.3966995!16s%2Fg%2F11p11bc4rh!19sChIJ-9rSFsfFmoARRI69AFSNvMc?authuser=0&hl=en&rclk=1,"
+1 916-838-1664",https://www.californiacleans.com/?utm_source=gmb&utm_medium=organic,True,,info@californiacleans.com,(916) 838-1664,,"{""address"": ""9245 Laguna Springs Dr. Suite 200 Elk Grove, CA 95758"", ""social_media"": {}}",Cleaners In California
California Dream Cleaners,,,https://www.google.com/maps/place/California+Dream+Cleaners/data=!4m7!3m6!1s0x80850c8502d49bb1:0x2a12e67c59ec5da4!8m2!3d38.2075184!4d-122.230965!16s%2Fg%2F11c5wz9gjs!19sChIJsZvUAoUMhYARpF3sWXzmEio?authuser=0&hl=en&rclk=1,"
+1 707-208-9659",http://www.californiadreamcleaners.com/,True,,claudia@californiadreamcleaners.com,"(707) 208-9659, (707) 563-8505",Claudia Santos,"{""address"": ""Florence, TX 76527"", ""social_media"": {}}",Cleaners In California
Marvel Cleaners,"3.7
(16)","
1528 California St, San Francisco, CA 94109, United States",https://www.google.com/maps/place/Marvel+Cleaners/data=!4m7!3m6!1s0x80858094b00578e5:0xe6cb04181cdc9954!8m2!3d37.7909643!4d-122.4195392!16s%2Fg%2F1q5gqxtpy!19sChIJ5XgFsJSAhYARVJncHBgEy-Y?authuser=0&hl=en&rclk=1,"
+1 415-775-0897",https://www.rinse.com/dry-cleaning/san-francisco/dry-cleaner/marvel-cleaners-1/,False,,,,,{},Cleaners In California
Maid in California,,"
4071 E La Palma Ave, Anaheim, CA 92807, United States",https://www.google.com/maps/place/Maid+in+California/data=!4m7!3m6!1s0x80dcd134e495746b:0xf58110a01056ecf5!8m2!3d33.8603433!4d-117.8300809!16s%2Fg%2F12cpfhgt9!19sChIJa3SV5DTR3IAR9exWEKAQgfU?authuser=0&hl=en&rclk=1,"
+1 714-505-0900",http://www.maidincalifornia.com/,True,,maid@maidincalifornia.com,(714) 505-0900,,"{""address"": """", ""social_media"": {}}",Cleaners In California
Fashion Cleaners,,"
1 W California Blvd # 111, Pasadena, CA 91105, United States",https://www.google.com/maps/place/Fashion+Cleaners/data=!4m7!3m6!1s0x80c2c37c67864d31:0xab3a19224309fc5d!8m2!3d34.135905!4d-118.15057!16s%2Fg%2F1td7cdxs!19sChIJMU2GZ3zDwoARXfwJQyIZOqs?authuser=0&hl=en&rclk=1,"
+1 626-796-2590",http://www.myfashioncleaners.com/,True,,,"(626) 796-2590, (626) 441-1820, (626) 449-5556",,{},Cleaners In California
Maid In California,,,https://www.google.com/maps/place/Maid+In+California/data=!4m7!3m6!1s0x80dcd3cfffffffff:0xc7942d3e44c338a8!8m2!3d33.786671!4d-116.693335!16s%2Fg%2F1263vf0gg!19sChIJ_____8_T3IARqDjDRD4tlMc?authuser=0&hl=en&rclk=1,"
+1 714-505-0900",http://www.maidincalifornia.com/,True,,maid@maidincalifornia.com,(714) 505-0900,,"{""address"": """", ""social_media"": {}}",Cleaners In California
Perfect Cleaning By California,,,https://www.google.com/maps/place/Perfect+Cleaning+By+California/data=!4m7!3m6!1s0x4378f0c9cbb06cd1:0x8cfb47117e07ab9b!8m2!3d37.2738064!4d-121.8739786!16s%2Fg%2F11q2kf72g_!19sChIJ0Wywy8nweEMRm6sHfhFH-4w?authuser=0&hl=en&rclk=1,"
+1 415-806-3148",https://perfectcleaningcalifornia.com/,True,,contact@perfectcleaningcalifornia.com,"(408) 981-7602, (415) 806-3148",,"{""address"": ""San Jose, CA"", ""social_media"": {""facebook"": ""https://www.facebook.com/"", ""instagram"": ""https://www.instagram.com/""}}",Cleaners In California
Los Angeles Maid Service & House Cleaners,,,https://www.google.com/maps/place/Los+Angeles+Maid+Service+%26+House+Cleaners/data=!4m7!3m6!1s0x80c2b8d54e638cd5:0xc5301bfcfd29b8a6!8m2!3d34.020479!4d-118.4117326!16s%2Fg%2F11ckkqn40v!19sChIJ1YxjTtW4woARprgp_fwbMMU?authuser=0&hl=en&rclk=1,"
+1 310-773-5377",https://www.losangeleshousecleaners.net/,True,,,,,{},Cleaners In California
California Specialty Pharmacy,"3.8
(30)",,https://www.google.com/maps/place/California+Specialty+Pharmacy/data=!4m7!3m6!1s0x80c2d39916e651e3:0xdf0f0ab4eb3f18cd!8m2!3d33.9824594!4d-118.0476266!16s%2Fg%2F1w04kcq6!19sChIJ41HmFpnTwoARzRg_67QKD98?authuser=0&hl=en&rclk=1,"
+1 562-698-6305",http://www.csprx.com/,False,,,,,{},Pharmacist In California
Cal Oaks Pharmacy,"4.4
(81)","
55 E California Blvd # 103, Pasadena, CA 91105, United States",https://www.google.com/maps/place/Cal+Oaks+Pharmacy/data=!4m7!3m6!1s0x80c2c37ce9ae5507:0xf6792619dd241053!8m2!3d34.1359327!4d-118.149369!16s%2Fg%2F1td00rn7!19sChIJB1Wu6XzDwoARUxAk3RkmefY?authuser=0&hl=en&rclk=1,"
+1 626-795-5956",https://stores.healthmart.com/caloakspharmacy/stores.aspx,False,https://stores.healthmart.com/caloakspharmacy/contact,,,,"{""address"": ""2025 McKesson Corporation"", ""social_media"": {}}",Pharmacist In California
Selma Pharmacy,"4.9
(71)",,https://www.google.com/maps/place/Selma+Pharmacy/data=!4m7!3m6!1s0x8094f180f00c1b9d:0xc75c8037f5f774f6!8m2!3d36.5705347!4d-119.6134897!16s%2Fg%2F11k1ntj6bb!19sChIJnRsM8IDxlIAR9nT39TeAXMc?authuser=0&hl=en&rclk=1,"
+1 559-318-9646",http://www.selmapharmacy.com/,False,,,,,{},Pharmacist In California
Pharmacy of the Desert,"4.9
(70)",,https://www.google.com/maps/place/Pharmacy+of+the+Desert/data=!4m7!3m6!1s0x80daf8ff84ccc3a9:0xcbe1e8282c25e244!8m2!3d33.7086806!4d-116.2784406!16s%2Fg%2F11cn9sb4rg!19sChIJqcPMhP_42oARROIlLCjo4cs?authuser=0&hl=en&rclk=1,"
+1 760-777-1115",http://www.pharmacyofthedesert.com/,True,,,,,"{""address"": ""79440 California Highway 111 #103, La Quinta, California 92253, United States""}",Pharmacist In California
CVS Pharmacy,"4.3
(4)",,https://www.google.com/maps/place/CVS+Pharmacy/data=!4m7!3m6!1s0x809940d0ddc53335:0x8424550f254f1065!8m2!3d39.5151762!4d-119.8280865!16s%2Fg%2F11c463qg3x!19sChIJNTPF3dBAmYARZRBPJQ9VJIQ?authuser=0&hl=en&rclk=1,"
+1 775-323-0701",https://www.cvs.com/store-locator/reno-nv-pharmacies/1119-california-ave-reno-nv-89509/storeid=9168?WT.mc_id=LS_GOOGLE_RX_9168,False,https://www.cvs.com/store-locator/reno-nv-pharmacies/1119-california-ave-reno-nv-89509/contact,,,,{},Pharmacist In California
