Title,Rating,Address,Directions,Contact,Web Link
Bakersfield Roto-Rooter Plumbing & Water Cleanup,"5.0
(102)","
5801 State Rd, Bakersfield, CA 93308, United States",https://www.google.com/maps/place/Bakersfield+Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x80ea40fc46f182c9:0x44abf291ed1c52b0!8m2!3d35.4133538!4d-119.0549846!16s%2Fg%2F1tctxw9f!19sChIJyYLxRvxA6oARsFIc7ZHyq0Q?authuser=0&hl=en&rclk=1,"
+1 661-214-5465",https://rotorooterca.com/plumber/bakersfield-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_bakersfield
The Honest Plumber,"4.6
(1,171)","
5801 State Rd, Bakersfield, CA 93308, United States",https://www.google.com/maps/place/The+Honest+Plumber/data=!4m7!3m6!1s0x80ea4311db00e9d1:0xea10668a680454ef!8m2!3d35.2935235!4d-118.905443!16s%2Fg%2F1tfc2b3q!19sChIJ0ekA2xFD6oAR71QEaIpmEOo?authuser=0&hl=en&rclk=1,"
+1 661-214-5465",https://rotorooterca.com/plumber/bakersfield-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_bakersfield
Pacific Plumbing Co.,"4.6
(1,171)","
5801 State Rd, Bakersfield, CA 93308, United States",https://www.google.com/maps/place/Pacific+Plumbing+Co./data=!4m7!3m6!1s0x80945bdc22dad6c5:0x80a3ce78ab108b55!8m2!3d37.2691675!4d-119.306607!16s%2Fg%2F1ptwgnykz!19sChIJxdbaItxblIARVYsQq3jOo4A?authuser=0&hl=en&rclk=1,"
+1 661-214-5465",https://rotorooterca.com/plumber/bakersfield-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_bakersfield
Redi-Rooter,"4.6
(1,171)","
5801 State Rd, Bakersfield, CA 93308, United States",https://www.google.com/maps/place/Redi-Rooter/data=!4m7!3m6!1s0x80952f9c2758faaf:0x7b66434c61edcdbd!8m2!3d36.327647!4d-119.2745592!16s%2Fg%2F11f11035xj!19sChIJr_pYJ5wvlYARvc3tYUxDZns?authuser=0&hl=en&rclk=1,"
+1 661-214-5465",https://rotorooterca.com/plumber/bakersfield-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_bakersfield
Professional Plumbing Services Inc.,"4.9
(43)","
1640 E Mineral King Ave, Visalia, CA 93292, United States",https://www.google.com/maps/place/Professional+Plumbing+Services+Inc./data=!4m7!3m6!1s0x80c2c1ad6914c625:0x9768aa6ea4c4897f!8m2!3d34.2085474!4d-118.2085889!16s%2Fg%2F11flv7rshx!19sChIJJcYUaa3BwoARf4nEpG6qaJc?authuser=0&hl=en&rclk=1,"
+1 559-627-6790",http://redi-rooterplumbing.com/
Bud's Plumbing,"4.9
(56)","
1409 Foothill Blvd, La Cañada Flintridge, CA 91011, United States",https://www.google.com/maps/place/Bud%27s+Plumbing/data=!4m7!3m6!1s0x809adcd516cf8249:0x36be6963282fc6c6!8m2!3d38.5851004!4d-121.26281!16s%2Fg%2F1tdmq9dt!19sChIJSYLPFtXcmoARxsYvKGNpvjY?authuser=0&hl=en&rclk=1,"
+1 818-790-7270",http://professionalplumbingservices.com/
Pacific Plumbing Services Inc.,"4.8
(186)","
3237 Monier Cir # 5, Rancho Cordova, CA 95742, United States",https://www.google.com/maps/place/Pacific+Plumbing+Services+Inc./data=!4m7!3m6!1s0x80c2bf3bbaa9af81:0xcec4c68fd414e7e7!8m2!3d34.1005939!4d-118.3308217!16s%2Fg%2F11cn8syb41!19sChIJga-puju_woAR5-cU1I_GxM4?authuser=0&hl=en&rclk=1,"
+1 916-249-8618",https://budsplumbingco.com/
Local Plumbing,"5.0
(40)","
1620 Wilcox Ave, Los Angeles, CA 90028, United States",https://www.google.com/maps/place/Local+Plumbing/data=!4m7!3m6!1s0x605c1bb0d7beeeb3:0x1c42293fa1c6872b!8m2!3d37.8588825!4d-122.4849122!16s%2Fg%2F11s2psxtxp!19sChIJs-6-17AbXGARK4fGoT8pQhw?authuser=0&hl=en&rclk=1,"
+1 818-665-3574",http://pacificcoast-plumbing.com/
Golden Plumber Los Angeles,"5.0
(40)","
1620 Wilcox Ave, Los Angeles, CA 90028, United States",https://www.google.com/maps/place/Golden+Plumber+Los+Angeles/data=!4m7!3m6!1s0x80c2b9849563ebc1:0xa346049aa8916ef5!8m2!3d34.0304274!4d-118.3209692!16s%2Fg%2F11ghpxt7_r!19sChIJwetjlYS5woAR9W6RqJoERqM?authuser=0&hl=en&rclk=1,"
+1 818-665-3574",http://pacificcoast-plumbing.com/
All Service Plumbing,"5.0
(40)","
1620 Wilcox Ave, Los Angeles, CA 90028, United States",https://www.google.com/maps/place/All+Service+Plumbing/data=!4m7!3m6!1s0x80dd2f975ce4eceb:0x7b5a105f25d10a95!8m2!3d33.8089427!4d-118.0640726!16s%2Fg%2F11hf8z9nnn!19sChIJ6-zkXJcv3YARlQrRJV8QWns?authuser=0&hl=en&rclk=1,"
+1 818-665-3574",http://pacificcoast-plumbing.com/
Kirman Plumbing Company,"5.0
(40)","
1620 Wilcox Ave, Los Angeles, CA 90028, United States",https://www.google.com/maps/place/Kirman+Plumbing+Company/data=!4m7!3m6!1s0x80c2c62f008df9c9:0x800a36bf534d27f3!8m2!3d33.8896503!4d-118.2752737!16s%2Fg%2F11dxl6_gx6!19sChIJyfmNAC_GwoAR8ydNU782CoA?authuser=0&hl=en&rclk=1,"
+1 562-281-4520",http://allserviceplumbers.com/
All Valley Plumbing Service Inc.,"4.7
(109)","
10621 Bloomfield St unit 20, Los Alamitos, CA 90720, United States",https://www.google.com/maps/place/All+Valley+Plumbing+Service+Inc./data=!4m7!3m6!1s0x80c2917f2277fc89:0xafd83c3d202e88bc!8m2!3d34.260265!4d-118.4588287!16s%2Fg%2F11lq4khj65!19sChIJifx3In-RwoARvIguID082K8?authuser=0&hl=en&rclk=1,"
+1 562-281-4520",http://allserviceplumbers.com/
So-Cal Plumbing & Rooter,"4.7
(109)","
10621 Bloomfield St unit 20, Los Alamitos, CA 90720, United States",https://www.google.com/maps/place/So-Cal+Plumbing+%26+Rooter/data=!4m7!3m6!1s0x2c8dcda315f655b1:0xf90b4dae03a938c2!8m2!3d34.210977!4d-118.2608119!16s%2Fg%2F11kjckd8cl!19sChIJsVX2FaPNjSwRwjipA65NC_k?authuser=0&hl=en&rclk=1,"
+1 562-281-4520",http://allserviceplumbers.com/
Cal-Tech Plumbing & Drains,"4.7
(109)","
10621 Bloomfield St unit 20, Los Alamitos, CA 90720, United States",https://www.google.com/maps/place/Cal-Tech+Plumbing+%26+Drains/data=!4m7!3m6!1s0x80dd2bf493accf43:0xb7269034303ef8b8!8m2!3d33.6821125!4d-117.8309764!16s%2Fg%2F11frsdqj_g!19sChIJQ8-sk_Qr3YARuPg-MDSQJrc?authuser=0&hl=en&rclk=1,"
+1 562-281-4520",http://allserviceplumbers.com/
California Plumbing,"4.7
(109)","
10621 Bloomfield St unit 20, Los Alamitos, CA 90720, United States",https://www.google.com/maps/place/California+Plumbing/data=!4m7!3m6!1s0x8350f5c9a842b8f9:0x3c4f9f1fa17bd1dd!8m2!3d33.069383!4d-117.1500265!16s%2Fg%2F11txfmmjk2!19sChIJ-bhCqMn1UIMR3dF7oR-fTzw?authuser=0&hl=en&rclk=1,"
+1 562-281-4520",http://allserviceplumbers.com/
Wade's Plumbing & Septic,"5.0
(93)",,https://www.google.com/maps/place/Wade%27s+Plumbing+%26+Septic/data=!4m7!3m6!1s0x6b4df86479b11ce3:0x6dc60026b2e543b9!8m2!3d37.0691829!4d-122.084144!16s%2Fg%2F11np4mj1hk!19sChIJ4xyxeWT4TWsRuUPlsiYAxm0?authuser=0&hl=en&rclk=1,"
+1 951-624-3100",http://californiaplumbingsd.com/
Speedy Plumbers Long Beach CA,"5.0
(93)","
904 Daisy Ave, Long Beach, CA 90813, United States",https://www.google.com/maps/place/Speedy+Plumbers+Long+Beach+CA/data=!4m7!3m6!1s0x528bb4f9556fdbd:0xcf28dd70da9ca094!8m2!3d33.7779978!4d-118.1992576!16s%2Fg%2F11syst8ncj!19sChIJvf1WlU-7KAURlKCc2nDdKM8?authuser=0&hl=en&rclk=1,"
+1 562-684-6522",https://speedyplumberslongbeachca.com/
