Title,Rating,Address,Directions,Contact,Web Link
Mill Valley Dermatology,"4.9
(435)","
355 Lennon Ln Ste. 295, Walnut Creek, CA 94598, United States",https://www.google.com/maps/place/Mill+Valley+Dermatology/data=!4m7!3m6!1s0x8085854bad1d0fbd:0xa0db1e6906c6b1a2!8m2!3d37.891507!4d-122.5177421!16s%2Fg%2F11clw65lgk!19sChIJvQ8drUuFhYARorHGBmke26A?authuser=0&hl=en&rclk=1,"
+1 925-357-9785",https://www.goldenstatedermatology.com/walnut-creek-lennon-lane-general-dermatology/?y_source=1_MTAwNDU1MTA1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Golden State Dermatology,"4.9
(435)","
355 Lennon Ln Ste. 295, Walnut Creek, CA 94598, United States",https://www.google.com/maps/place/Golden+State+Dermatology/data=!4m7!3m6!1s0x808e35787fcc134b:0x1740a7b828c2a7ab!8m2!3d37.2621054!4d-121.9660795!16s%2Fg%2F11jgds03jb!19sChIJSxPMf3g1joARq6fCKLinQBc?authuser=0&hl=en&rclk=1,"
+1 925-357-9785",https://www.goldenstatedermatology.com/walnut-creek-lennon-lane-general-dermatology/?y_source=1_MTAwNDU1MTA1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Pacific Dermatology Specialists,"4.9
(147)","
555 Knowles Dr Suite 220, Los Gatos, CA 95032, United States",https://www.google.com/maps/place/Pacific+Dermatology+Specialists/data=!4m7!3m6!1s0x80dd2f7b3c9bbabd:0xcd39f69d52e9a1cb!8m2!3d33.7619677!4d-118.0781118!16s%2Fg%2F11h0_p2d3g!19sChIJvbqbPHsv3YARy6HpUp32Oc0?authuser=0&hl=en&rclk=1,"
+1 408-317-3688",https://www.goldenstatedermatology.com/los-gatos/?y_source=1_MTAwNDU1MTA1OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Pacific Dermatology Institute,"4.9
(147)","
555 Knowles Dr Suite 220, Los Gatos, CA 95032, United States",https://www.google.com/maps/place/Pacific+Dermatology+Institute/data=!4m7!3m6!1s0x80c3537a17e85d0d:0xf27b0885da5dcd3b!8m2!3d34.1294503!4d-117.2791979!16s%2Fg%2F11clv5j1dl!19sChIJDV3oF3pTw4ARO81d2oUIe_I?authuser=0&hl=en&rclk=1,"
+1 408-317-3688",https://www.goldenstatedermatology.com/los-gatos/?y_source=1_MTAwNDU1MTA1OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Pacific Dermatology Specialists,"4.4
(503)","
1666 N Waterman Ave, San Bernardino, CA 92404, United States",https://www.google.com/maps/place/Pacific+Dermatology+Specialists/data=!4m7!3m6!1s0x80c2cd9edce8e769:0xdacfea24e94fb02f!8m2!3d33.9356005!4d-118.1320985!16s%2Fg%2F1w6r8k22!19sChIJaefo3J7NwoARL7BP6STqz9o?authuser=0&hl=en&rclk=1,"
+1 909-886-4965",http://www.pacdermatology.com/
Skin and Cancer Institute - Hanford,"4.6
(141)","
11525 Brookshire Ave UNIT 101, Downey, CA 90241, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Hanford/data=!4m7!3m6!1s0x8094c378469dd6c3:0xb2e44e5b0bb79198!8m2!3d36.3292695!4d-119.6480124!16s%2Fg%2F1hc3zprqd!19sChIJw9adRnjDlIARmJG3C1tO5LI?authuser=0&hl=en&rclk=1,"
+1 562-923-6450",https://pacificdermatologyspecialists.com/locations/downey/?utm_medium=local&utm_source=google&utm_campaign=yext
Skin and Cancer Institute - Los Angeles (Westwood),"4.6
(855)","
400 N Irwin St, Hanford, CA 93230, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Los+Angeles+%28Westwood%29/data=!4m7!3m6!1s0x80c2bb9d236c710b:0xa890195d45e434a6!8m2!3d34.0492382!4d-118.4374614!16s%2Fg%2F1tjxfy3j!19sChIJC3FsI527woARpjTkRV0ZkKg?authuser=0&hl=en&rclk=1,"
+1 559-584-2700",https://skinandcancerinstitute.com/location/hanford/
Dermatology Associates Medical Group,"4.6
(855)","
400 N Irwin St, Hanford, CA 93230, United States",https://www.google.com/maps/place/Dermatology+Associates+Medical+Group/data=!4m7!3m6!1s0x80c2bc082c06c345:0x21e4c16ef344ec12!8m2!3d34.0679101!4d-118.4072736!16s%2Fg%2F1tdxw8wc!19sChIJRcMGLAi8woAREuxE827B5CE?authuser=0&hl=en&rclk=1,"
+1 559-584-2700",https://skinandcancerinstitute.com/location/hanford/
Pacific Dermatology Specialists,"5.0
(502)","
465 N Roxbury Dr #803, Beverly Hills, CA 90210, United States",https://www.google.com/maps/place/Pacific+Dermatology+Specialists/data=!4m7!3m6!1s0x80dd2b747bb0bd5d:0xfc6dbc09f365358c!8m2!3d33.9012758!4d-117.9286133!16s%2Fg%2F11krv7cvh4!19sChIJXb2we3Qr3YARjDVl8wm8bfw?authuser=0&hl=en&rclk=1,"
+1 310-274-9954",https://www.derm90210.com/
California Skin Institute - Marina/Cow Hollow,"4.9
(89)","
2720 N Harbor Blvd #300, Fullerton, CA 92835, United States",https://www.google.com/maps/place/California+Skin+Institute+-+Marina%2FCow+Hollow/data=!4m7!3m6!1s0x808580db283fdc4d:0xbcfe66fd1ef9b955!8m2!3d37.797061!4d-122.432412!16s%2Fg%2F1tmxwtqt!19sChIJTdw_KNuAhYARVbn5Hv1m_rw?authuser=0&hl=en&rclk=1,"
+1 657-632-0123",http://www.pacificdermatologyspecialists.com/?utm_medium=local&utm_source=google&utm_campaign=yext
California Dermatology Physicians,"4.7
(157)","
2001 Union St, San Francisco, CA 94123, United States",https://www.google.com/maps/place/California+Dermatology+Physicians/data=!4m7!3m6!1s0x80dd21333becd04b:0xc635face77b25056!8m2!3d33.678206!4d-117.9872945!16s%2Fg%2F11bccd69hp!19sChIJS9DsOzMh3YARVlCyd876NcY?authuser=0&hl=en&rclk=1,"
+1 415-922-3344",https://www.californiaskininstitute.com/locations/san-francisco-cow-hollow/
"Golden Coast Dermatology, Skin Cancer and Vein Center","4.7
(157)","
2001 Union St, San Francisco, CA 94123, United States","https://www.google.com/maps/place/Golden+Coast+Dermatology,+Skin+Cancer+and+Vein+Center/data=!4m7!3m6!1s0x887a117c2e66dec5:0x297844e00438d7e3!8m2!3d33.5625644!4d-117.6651645!16s%2Fg%2F11fj6r0ypb!19sChIJxd5mLnwReogR49c4BOBEeCk?authuser=0&hl=en&rclk=1","
+1 415-922-3344",https://www.californiaskininstitute.com/locations/san-francisco-cow-hollow/
Pacific Dermatology Institute,"4.9
(90)","
26732 Crown Valley Pkwy Suite 571, Mission Viejo, CA 92691, United States",https://www.google.com/maps/place/Pacific+Dermatology+Institute/data=!4m7!3m6!1s0x80c3638e93ed8bb7:0x8f06808226a83e7c!8m2!3d34.5407355!4d-117.2599688!16s%2Fg%2F11bbrpjh7r!19sChIJt4vtk45jw4ARfD6oJoKABo8?authuser=0&hl=en&rclk=1,"
+1 949-200-7008",http://www.goldencoastdermatology.com/
Santa Ana Dermatology,"4.4
(379)","
18523 Corwin Rd, Apple Valley, CA 92307, United States",https://www.google.com/maps/place/Santa+Ana+Dermatology/data=!4m7!3m6!1s0x80dcd934517e9019:0x4ad8d8020950ac77!8m2!3d33.7119163!4d-117.8847571!16s%2Fg%2F11pc835xk4!19sChIJGZB-UTTZ3IARd6xQCQLY2Eo?authuser=0&hl=en&rclk=1,"
+1 760-242-3376",http://www.pacdermatology.com/
Lux Dermatology,"4.4
(379)","
18523 Corwin Rd, Apple Valley, CA 92307, United States",https://www.google.com/maps/place/Lux+Dermatology/data=!4m7!3m6!1s0x80eab86cb9b30639:0xf4fd6f84b857d35e!8m2!3d36.0687095!4d-119.0297755!16s%2Fg%2F1tdfcdy2!19sChIJOQazuWy46oARXtNXuIRv_fQ?authuser=0&hl=en&rclk=1,"
+1 760-242-3376",http://www.pacdermatology.com/
"Center for Dermatology & Laser Surgery, A Golden State Dermatology Affiliate","4.8
(210)","
573 W Putnam Ave, Porterville, CA 93257, United States","https://www.google.com/maps/place/Center+for+Dermatology+%26+Laser+Surgery,+A+Golden+State+Dermatology+Affiliate/data=!4m7!3m6!1s0x809ada7d54354403:0x88c59c7db027139f!8m2!3d38.5648242!4d-121.4345222!16s%2Fg%2F1w8wb867!19sChIJA0Q1VH3amoARnxMnsH2cxYg?authuser=0&hl=en&rclk=1","
+1 559-781-1812",https://www.luxdermatologists.com/
Golden State Dermatology,"4.7
(270)","
5601 J St, Sacramento, CA 95819, United States",https://www.google.com/maps/place/Golden+State+Dermatology/data=!4m7!3m6!1s0x80904185fa43c67f:0x216937690c98dbcf!8m2!3d37.7996535!4d-121.1979464!16s%2Fg%2F11j92h4457!19sChIJf8ZD-oVBkIARz9uYDGk3aSE?authuser=0&hl=en&rclk=1,"
+1 916-454-5922",https://dermatologyandlasersurgery.com/?y_source=1_MTAwNDU1MTA4OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Skin and Cancer Institute - Tulare,"4.8
(145)","
200 Cottage Ave #201, Manteca, CA 95336, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Tulare/data=!4m7!3m6!1s0x80952b2038f6b4df:0xb75ad2c57acd0080!8m2!3d36.2074792!4d-119.3443252!16s%2Fg%2F11swvc8czz!19sChIJ37T2OCArlYARgADNesXSWrc?authuser=0&hl=en&rclk=1,"
+1 209-924-4086",https://www.goldenstatedermatology.com/manteca/?y_source=1_MTAwNDU1MTA2Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
